furniture_id,type_(автоопределён),height_override_m,"room_id(ы), через ;",габарит_wxd_м
1,chair,,2,0.4x0.37
2,wardrobe,,3,0.72x2.42
3,chair,,2,0.4x0.37
4,table,,2,1.79x1.66
5,chair,,2,0.4x0.37
6,chair,,2,0.4x0.37
7,wardrobe,,3,0.83x0.45
8,bed,,3,1.24x0.39
9,bed,,3;6,1.28x0.42
10,toilet,,2;4,0.27x0.27
11,kitchen,,2,3.02x1.4
12,wardrobe,,3;6,0.92x0.51
# тип определён по цвету автоматически, этот CSV нужен, только
# если хочешь переопределить высоту конкретного предмета (необязательно)
